model,inner_ordered,inner_pairs,inner_rho,outer_ordered,outer_pairs,outer_rho,ext1_margin_iqr,ext1_raw_median,ext1_det,ext2_margin_iqr,ext2_raw_median,ext2_det,ext3_margin_iqr,ext3_raw_median,ext3_det
M1,8,8,0.8451542547285165,4,4,0.8660254037844387,10.270640564293418,32.86596379952799,0.8386026541764247,19.097114636084253,61.110606916479206,1.0,21.414607363781947,68.52656423845777,1.0
M2,4,8,0.7775419143502353,3,4,0.0,-0.1465686865433349,10.372644644059717,0.4685792349726776,21.75838159763247,43.21939442341418,0.9913928012519562,11.941884104789816,28.49943237492715,0.9533437013996889
M3,4,8,0.7775419143502353,4,4,0.8660254037844387,-1.245547415948953,10.385773646862074,0.3911007025761124,1.6033810586358177,18.51431388394456,0.6674491392801252,1.1787080683776026,17.302640260085273,0.5987558320373251
M4,3,8,0.48000000000000004,3,4,0.5000000000000001,0.004071554377681779,0.9999999999999968,0.7738095238095238,0.004071554377690003,1.0,1.0,0.004071554377690003,1.0,1.0
M5,4,8,0.7775419143502353,3,4,0.0,-0.900665603438886,0.8599577878927075,0.3549960967993755,13.494616959761856,3.0982437914471426,0.9413145539906104,6.708080040828499,2.043022365152577,0.8615863141524106
